appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
686200,Door Kickers: Action Squad,2018-09-10,1,PixelShard;KillHouse Games,KillHouse Games,windows,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Simulation;Strategy,Action;Indie;2D,47,820,67,39,39,20000-50000,10.99
381780,80 Days,2015-09-28,1,inkle Ltd;Cape Guy Ltd,inkle Ltd,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Strategy,Adventure;Story Rich;Choices Matter,35,1092,108,113,113,100000-200000,10.29
251710,Chainsaw Warrior,2013-10-07,1,Auroch Digital,Auroch Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Adventure;Indie;RPG;Strategy,Strategy;Board Game;RPG,23,176,148,141,223,100000-200000,3.99
964350,At Home Alone,2018-11-01,1,阿正不经,0Cube,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Free to Play;Indie;RPG;Simulation;Strategy,Free to Play;Horror;Psychological Horror,4,754,145,0,0,50000-100000,0.0
212630,Tom Clancy's Ghost Recon: Future Soldier™,2012-06-27,1,Ubisoft Paris;Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action,Action;Stealth;Co-op,0,2178,1153,229,325,200000-500000,12.49
22600,Worms Reloaded,2010-08-26,1,Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Strategy,Strategy;2D;Turn-Based,61,2478,430,327,420,500000-1000000,14.99
462910,Poly Runner VR,2016-04-18,1,"Lucid Sight, Inc.","Lucid Sight, Inc.",windows,0,Single-player;Full controller support,Casual;Indie,Indie;Casual;VR,0,50,13,0,0,20000-50000,0.0
576880,Blackwater Bayou VR,2017-01-13,1,Virtual Rage Studios LLC,Virtual Rage Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG;Simulation,Action;RPG;Indie,17,40,79,174,230,20000-50000,0.79
78000,Bejeweled® 3,2010-12-07,1,"PopCap Games, Inc.","PopCap Games, Inc.",windows;mac,0,Single-player;Steam Achievements,Strategy;Casual,Casual;Puzzle;Match 3,65,2670,126,85,158,200000-500000,4.25
334070,Hektor,2015-03-13,1,Rubycone,Rubycone,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Horror;Indie;Action,16,598,334,64,64,200000-500000,6.99
238210,System Shock 2,2013-05-10,1,Irrational Games;Looking Glass Studios,Nightdive Studios,windows;mac,0,Single-player;Co-op;Steam Trading Cards,Action;RPG,RPG;Cyberpunk;Horror,0,4227,274,256,404,500000-1000000,6.99
466720,Vintage VR,2016-05-02,1,Dunderware,MuseumSyndicate.com,windows,0,Single-player,Casual;Free to Play,Free to Play;Casual;VR,7,59,5,0,0,50000-100000,0.0
493280,WALLSLIDE,2016-07-14,1,Red Matter Studio,Red Matter Studio,windows,0,Single-player;Steam Trading Cards;Steam Workshop,Action;Indie;Early Access,Early Access;Action;Indie,0,84,20,261,288,50000-100000,0.79
525920,Pro Cycling Manager 2017,2017-06-15,1,Cyanide Studio,Focus Home Interactive,windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud,Simulation;Sports,Sports;Simulation;Multiplayer,64,194,106,999,999,50000-100000,24.99
204880,Sins of a Solar Empire: Rebellion®,2012-06-12,1,Ironclad Games;Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor,Indie;Strategy,Strategy;Space;RTS,68,8642,712,507,393,2000000-5000000,30.99
412790,Adventure Time: Magic Man's Head Games,2016-04-05,1,Turbo Button,Cartoon Network,windows,0,Single-player;Steam Achievements;Full controller support;VR Support;Steam Cloud,Action;Adventure,Adventure;Action;VR,7,105,36,0,0,20000-50000,3.99
625950,Pic Guesser,2017-05-12,1,ArteG,Lestyo,windows,0,Single-player;Steam Trading Cards,Casual,Casual,0,6,14,190,208,20000-50000,0.79
356260,Stalingrad,2015-03-25,1,DTF games,1C Entertainment,windows,0,Single-player;Steam Cloud,Strategy,Strategy;World War II;RTS,0,166,26,0,0,20000-50000,3.99
736260,Baba Is You,2019-03-13,1,Hempuli Oy,Hempuli Oy,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie,Indie;Puzzle;Difficult,18,1300,26,32,32,50000-100000,11.39
273570,Descent,2014-02-11,1,Parallax,Interplay Inc.,windows,0,Single-player;Multi-player,Action,Classic;Action;6DOF,0,263,10,0,0,20000-50000,7.19
645260,Trophy Fishing 2,2017-07-13,1,Overgroup,Overgroup,windows,0,Online Multi-Player;Steam Achievements;In-App Purchases,Free to Play;Simulation;Sports,Free to Play;Fishing;Simulation,225,405,198,34,35,200000-500000,0.0
310740,NEON STRUCT,2015-05-20,1,Minor Key Games,Minor Key Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Stealth;Cyberpunk,25,180,43,385,385,50000-100000,11.99
643270,OLDTV,2017-07-15,1,Creability,Creability,windows;mac,0,Single-player;Steam Achievements,Free to Play;Indie,Free to Play;Great Soundtrack;Indie,48,4293,219,25,10,200000-500000,0.0
712100,Total War Saga: THRONES OF BRITANNIA,2018-05-02,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements,Action;Strategy,Strategy;Historical;RTS,137,3386,2579,279,399,100000-200000,29.99
233450,Prison Architect,2015-10-06,1,Introversion Software,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;Simulation;Strategy,Simulation;Building;Management,18,31687,2286,1472,717,2000000-5000000,23.79
448470,Bacteria,2016-03-23,1,Sometimes You,Sometimes You,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Casual;Indie;Puzzle,6,154,124,344,368,200000-500000,0.79
588650,Dead Cells,2018-08-06,1,Motion Twin,Motion Twin,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Indie,Rogue-like;Pixel Graphics;Metroidvania,60,26033,1434,1006,973,1000000-2000000,21.99
719720,League of Pirates,2018-03-13,1,upjers,upjers,windows,0,Online Multi-Player;In-App Purchases,Action;Casual;Free to Play,Free to Play;Action;Casual,0,22,24,1,1,20000-50000,0.0
412400,GASP,2016-01-19,1,Dark Day Interactive,Dark Day Interactive,windows,0,Single-player;Steam Achievements,Action;Casual;Free to Play;Indie;Simulation;Strategy,Free to Play;Space;Simulation,10,293,1159,6,6,200000-500000,0.0
503630,INVASION!,2016-10-12,1,Baobab Studios Inc.,Baobab Studios Inc.,windows,0,Single-player,Adventure;Casual,Adventure;Casual;VR,0,128,13,0,0,50000-100000,0.0
4890,Cossacks II: Battle for Europe,2011-08-26,1,GSC Game World,GSC World Publishing,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Strategy,Strategy;RTS;Historical,0,246,138,71,71,100000-200000,3.99
432350,Epic Battle Fantasy 5,2018-11-30,1,Matt Roszak,Matt Roszak,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;RPG;Strategy,RPG;Adventure;Strategy,102,1073,19,0,0,50000-100000,11.49
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,1,Traveller's Tales,LucasArts;Lucasfilm;Disney Interactive,windows,0,Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud,Adventure,Adventure;LEGO;Action,0,163,58,0,0,50000-100000,15.49
369180,SoulCraft,2015-06-01,1,MobileBits,Headup Games,windows,0,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie;RPG,Action;RPG;Casual,41,45,50,0,0,20000-50000,3.99
367120,Seduce Me the Otome,2015-06-04,1,Michaela Laws,Michaela Laws,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Simulation,Free to Play;Nudity;Visual Novel,25,1685,285,75,77,200000-500000,0.0
232090,Killing Floor 2,2016-11-18,1,Tripwire Interactive,Tripwire Interactive,windows,18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Includes level editor,Action,Zombies;Co-op;Gore,257,60917,8354,2967,957,2000000-5000000,19.99
386180,Crossout,2017-07-26,1,Targem Games,Gaijin Entertainment,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer;Racing,Free to Play;Action;Building,176,12372,6196,864,126,2000000-5000000,0.0
248650,Draw a Stickman: EPIC,2013-12-03,1,Hitcents,Hitcents,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Adventure;Casual;Indie,Adventure;Indie;Casual,52,783,248,84,108,100000-200000,2.79
360510,Into the Stars,2016-03-04,1,Fugitive Games,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;Simulation;Strategy,Space;Simulation;Strategy,17,202,261,0,0,20000-50000,14.99
526920,SQUAKE,2017-02-01,1,On5,On5,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Indie;Racing;Sports,Racing;Action;Indie,18,100,31,210,210,20000-50000,2.79
528170,Drop The Bomb,2018-04-13,1,Seems Good Copmany,Seems Good Copmany,windows,0,Multi-player;Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards,Casual;Indie;Massively Multiplayer;Strategy,Strategy;Massively Multiplayer;Indie,16,20,12,257,257,20000-50000,3.19
224000,Project Eagle: A 3D Interactive Mars Base,2018-11-27,1,Blackbird Interactive,Blackbird Interactive,windows,0,Single-player;Steam Achievements,Free to Play;Simulation,Free to Play;Simulation;Mars,6,269,91,0,0,100000-200000,0.0
555760,Adrenaline Adventure,2016-11-17,1,David Pierucci,David Pierucci,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie;Racing;Simulation,Action;Adventure;Indie,0,7,17,0,0,20000-50000,1.69
371880,Collider,2016-03-01,1,Binary Cocoa,Binary Cocoa,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Casual;Indie,Local Multiplayer;4 Player Local;Casual,17,48,12,0,0,20000-50000,1.99
473670,The Dolls: Reborn,2016-05-25,1,HUSH Interactive,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation,Indie;Simulation;Horror,9,107,123,197,225,50000-100000,3.99
392940,Epic Quest of the 4 Crystals,2015-09-25,1,RosePortal Games,Aldorlea Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy,RPG;Indie;Adventure,25,108,22,0,0,20000-50000,6.99
476240,KNIGHTS,2016-05-30,1,Arzola's,Arzola's,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Indie;Casual;Puzzle,20,472,23,0,0,20000-50000,0.79
695630,新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),2017-10-11,0,SOFTSTAR TECHNOLOGY BEIJINGCOLTD, SOFTSTAR TECHNOLOGY BEIJINGCOLTD,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,RPG,32,227,327,0,0,100000-200000,3.99
447020,Farming Simulator 17,2016-10-24,1,Giants Software,Focus Home Interactive,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Simulation,Simulation;Multiplayer;Agriculture,17,11211,1025,4377,6403,500000-1000000,15.99
215160,The Book of Unwritten Tales,2012-07-31,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player,Adventure,Adventure;Point & Click;Fantasy,0,1386,134,62,62,200000-500000,17.99
434170,The Jackbox Party Pack 3,2016-10-17,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Indie;Strategy,Local Multiplayer;Casual;Multiplayer,20,831,44,302,302,200000-500000,18.99
712730,SIMULACRA,2017-10-26,1,Kaigan Games OÜ,Kaigan Games OÜ,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Simulation,Simulation;Horror;Indie,24,917,66,0,0,20000-50000,3.99
343710,Kholat,2015-06-09,1,IMGN.PRO,IMGN.PRO,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Horror;Walking Simulator;Atmospheric,20,2593,1188,276,303,1000000-2000000,14.99
758330,Shenmue I & II,2018-08-21,1,D3T,SEGA,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;RPG,Adventure;Open World;Action,55,732,65,105,105,20000-50000,24.99
380580,SpaceCorn,2015-06-23,1,Henrique Pegacha;Rafael Lima;Nuno Guerreiro,Gentlemen in Tuxedos,windows,16,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Adventure;Text-Based,0,249,156,169,173,50000-100000,0.79
50510,Burn Zombie Burn!,2010-08-12,1,doublesix,P2 Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Zombies,15,65,93,3,3,50000-100000,6.99
440900,Conan Exiles,2018-05-08,1,Funcom,Funcom,windows,18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy,Survival;Open World;Crafting,25,22001,9594,4431,5167,500000-1000000,33.99
226860,Galactic Civilizations III,2015-05-14,1,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Stats,Indie;Strategy,Strategy;Space;Turn-Based Strategy,98,6051,1891,199,264,500000-1000000,23.79
428950,"Kivi, Toilet and Shotgun",2016-01-15,1,16bit Nights,Back To Basics Gaming,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Indie;Action;Casual,0,237,240,218,216,500000-1000000,0.79
353070,Ghost Encounters: Deadwood - Collector's Edition,2015-03-13,1,Anarchy Enterprises,Anarchy Enterprises,windows,0,Single-player;Steam Trading Cards,Adventure;Casual,Adventure;Casual;Hidden Object,0,60,64,456,456,20000-50000,3.99
729330,The Girl on the Train,2017-10-23,1,NewWestGames,NewWestGames,windows;mac;linux,0,Single-player;Steam Achievements,Sexual Content;Nudity;Casual;Indie,Sexual Content;Nudity;Indie,2,38,41,39,39,20000-50000,0.99
839560,Shrinking Pains,2018-04-27,1,Bedtime Phobias,Bedtime Phobias,windows,0,Single-player,Sexual Content;Free to Play;Indie,Free to Play;Indie;Sexual Content,0,96,24,0,0,20000-50000,0.0
443530,Adam and Eve: The Game - Chapter 1,2016-02-26,1,Religious Studios,Religious Studios,windows;linux,0,Single-player;Full controller support,Action;Adventure;Casual;Indie,Casual;Action;Adventure,0,21,58,0,0,20000-50000,2.79
585550,FEMINAZI: The Triggering,2017-02-20,1,hyperboreanGames;Svarog Studios,Back To Basics Gaming,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Simulation,Memes;Indie;Casual,70,918,196,237,219,200000-500000,0.79
207670,AVSEQ,2012-08-23,1,Big Robot Ltd,Big Robot Ltd,windows;mac,0,Single-player;Steam Achievements,Indie;Casual,Indie;Casual;Music,13,28,34,0,0,20000-50000,1.59
311910,DIG IT! - A Digger Simulator,2014-10-14,1,Cape Copenhagen,rondomedia GmbH,windows;mac,0,Single-player;Steam Achievements;Stats,Simulation,Simulation,26,78,56,0,0,20000-50000,8.89
294670,Putt-Putt® Travels Through Time,2014-05-15,1,Humongous Entertainment,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Masterpiece,0,132,14,0,0,20000-50000,4.99
869760,Stoneshard: Prologue,2018-06-05,1,Ink Stains Games,HypeTrain Digital,windows;linux,0,Single-player;Steam Achievements,Adventure;Indie;RPG,RPG;Adventure;Free to Play,11,1515,175,58,101,200000-500000,0.0
771250,Doodle God: Mighty Trio,2018-05-04,1,JoyBits Ltd.,JoyBits Ltd.,windows,0,Single-player;In-App Purchases,Casual;Free to Play;Indie;Early Access,Early Access;Free to Play;Indie,0,54,27,0,0,20000-50000,0.0
220460,Cargo Commander,2012-11-01,1,Serious Brew,Missing Link Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Platformer,19,641,140,663,694,100000-200000,2.09
299420,CubeGun,2014-05-21,1,candyrocketstudio,candyrocketstudio,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Sandbox,42,193,115,0,0,100000-200000,0.0
862480,The Spiral Scouts,2018-07-12,1,Cantaloupe Kids,Cantaloupe Kids,windows;mac,18,Single-player;Full controller support,Adventure;Indie,Indie;Adventure;Puzzle,32,210,11,0,0,50000-100000,7.19
674400,Einar,2017-07-20,1,DreamPunks,DreamPunks,windows,0,Single-player;Full controller support,Violent;Action;Casual;Free to Play;Indie;Strategy,Free to Play;Action;Survival,0,852,533,21,21,200000-500000,0.0
472680,Elisa: The Innkeeper - Prequel,2016-06-14,1,Neoclassic Games,Neoclassic Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Free to Play;Indie,Free to Play;Visual Novel;Anime,11,521,146,23,23,100000-200000,0.0
512770,IACTURA,2016-08-25,1,Merlin Beer,Merlin Beer,windows,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Shooter,12,20,10,300,300,20000-50000,0.79
11130,Sherlock Holmes: The Mystery of the Mummy,2009-08-06,1,Frogwares,Frogwares,windows,0,Single-player,Adventure,Adventure;Point & Click;Detective,0,59,130,0,0,100000-200000,0.0
388390,"""Glow Ball"" - The billiard puzzle game",2015-07-20,1,WTFOMGames,WTFOMGames,windows;linux,0,Single-player;Steam Trading Cards;Partial Controller Support,Casual;Indie;Sports;Strategy,Indie;Strategy;Casual,0,22,93,245,263,50000-100000,2.89
395200,Ben and Ed,2015-12-08,1,Sluggerfly,Sluggerfly,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Zombies,19,1095,329,0,0,100000-200000,6.99
